depvar;genitive_type;por_length_words;pum_length_words;animacy;alpha_persistence_S;alpha_persistence_OF;alpha_persistence_NN;beta_persistence_S;beta_persistence_OF;beta_persistence_NN;TTR;por_thematicity_ptw;pum_thematicity_ptw;final_sibilancy;time;por_head_noun;pum_head_noun;register;filename;period;year;gen_phrase
0;OF;6;1;non-animate;no;yes;no;no;yes;yes;39;0.46;0.46;no;0.814548438;OTHER;application;science;1925dymo;1900-1949;1925;the application of automatic differentiation of the characteristic curves
0;OF;1;1;non-animate;no;yes;no;no;yes;yes;39;0.49;0.49;no;0.814548438;OTHER;OTHER;science;1925fenn;1900-1949;1925;the shortening of that interval
0;OF;3;2;non-animate;no;yes;yes;no;yes;yes;41;0.49;0.49;no;0.814548438;committee;OTHER;science;1925fenn;1900-1949;1925;the engine sub-committee of the aeronautical NN-research committee
0;OF;2;2;non-animate;no;no;yes;no;no;yes;39;4.45;1.48;yes;0.814548438;OTHER;quantity;science;1925fenn;1900-1949;1925;the desired quantity of combustion products
0;OF;1;1;non-animate;no;no;yes;no;yes;yes;36;5.44;2.47;yes;0.814548438;OTHER;results;science;1925fenn;1900-1949;1925;the results of this series
0;OF;5;2;non-animate;no;yes;no;no;yes;yes;37;15.34;0.49;no;0.814548438;OTHER;OTHER;science;1925fenn;1900-1949;1925;the respective influences of hydrogen-air and water vapour
0;OF;1;2;non-animate;no;yes;yes;no;yes;no;36;8.91;8.91;yes;0.814548438;OTHER;OTHER;science;1925fenn;1900-1949;1925;the subsequent mixtures of these mixtures
0;OF;4;1;non-animate;no;yes;yes;no;yes;yes;40;6.93;5.94;no;0.814548438;OTHER;effect;science;1925fenn;1900-1949;1925;the effect of a constant water vapour addition
0;OF;5;1;non-animate;no;no;yes;no;yes;yes;38;1.48;6.93;no;0.814548438;OTHER;OTHER;science;1925fenn;1900-1949;1925;the addition of the given quantity of water vapour
0;OF;9;1;non-animate;no;yes;yes;no;yes;yes;36;2.97;5.94;yes;0.814548438;OTHER;effect;science;1925fenn;1900-1949;1925;the effect of additions of a hydrogen-air and b water vapour
0;OF;4;2;non-animate;no;yes;no;no;yes;yes;43;0.49;0.99;no;0.814548438;OTHER;influence;science;1925fenn;1900-1949;1925;the marked influence of a small proportion of h2-air
0;OF;2;3;non-animate;no;no;yes;no;yes;no;41;0.45;0.45;no;0.814548438;OTHER;OTHER;science;1925gord;1900-1949;1925;the median posterior arm of the so-called dorsalbogen
0;OF;3;5;non-animate;no;yes;yes;no;yes;yes;37;3.13;0.45;no;0.814548438;OTHER;OTHER;science;1925gord;1900-1949;1925;the dorsal ventral and lateral aspects of the imago of strongylocentrotus
0;OF;1;4;animate;no;no;yes;no;yes;yes;40;4.92;16.54;no;0.814548438;OTHER;OTHER;science;1925gord;1900-1949;1925;the 10 large buccal plates of the adult
0;OF;2;2;animate;no;yes;yes;no;yes;yes;37;2.68;4.92;no;0.814548438;OTHER;development;science;1925gord;1900-1949;1925;further development of the young urchin
0;OF;2;1;non-animate;no;no;yes;no;no;no;40;6.26;0.45;no;0.814548438;OTHER;neighbourhood;science;1925gord;1900-1949;1925;the neighbourhood of genital 3
0;OF;1;1;non-animate;no;no;yes;no;no;yes;41;0.89;0.89;yes;0.814548438;OTHER;number;science;1925gord;1900-1949;1925;the number of these apertures
0;OF;4;1;non-animate;no;yes;yes;no;yes;no;36;1.79;4.47;no;0.814548438;part;OTHER;science;1925gord;1900-1949;1925;resorption of part of the calcite
0;OF;1;1;non-animate;no;yes;yes;no;yes;no;43;0.45;0.45;yes;0.814548438;OTHER;OTHER;science;1925gord;1900-1949;1925;the rudiments of these ledges
0;OF;1;3;animate;no;yes;yes;no;yes;no;37;4.92;0.45;no;0.814548438;OTHER;eye;science;1925gord;1900-1949;1925;the so-called  eye  of the adult
0;OF;6;1;non-animate;no;yes;yes;no;yes;no;41;6.26;0.45;no;0.814548438;OTHER;OTHER;science;1925gord;1900-1949;1925;the exception of pores 1 2 and generally 3
0;OF;3;2;non-animate;no;yes;yes;no;yes;yes;38;0.45;3.13;yes;0.814548438;OTHER;OTHER;science;1925gord;1900-1949;1925;the smaller series of large buccal pates
0;OF;2;1;non-animate;no;no;yes;no;yes;yes;25;0.466635558;0.93;no;0.814548438;OTHER;OTHER;science;1925schr;1900-1949;1925;the authors of the present communication
0;OF;4;1;non-animate;no;yes;yes;no;yes;yes;37;0.47;0.47;yes;0.814548438;OTHER;OTHER;science;1925schr;1900-1949;1925;the publication of the two papers just quoted
0;OF;4;3;non-animate;no;yes;no;no;yes;yes;36;7;2.33;yes;0.814548438;OTHER;products;science;1925schr;1900-1949;1925;other basic products of hydrolysis of the proteins
1;S;1;2;animate;no;yes;no;no;yes;yes;34;0.47;0.47;no;0.814548438;OTHER;OTHER;science;1925schr;1900-1949;1925;coignets gold label
0;OF;2;2;non-animate;no;yes;no;no;yes;yes;40;2.8;7;no;0.814548438;OTHER;OTHER;science;1925schr;1900-1949;1925;the rapid hydrolysis of the original gelatin
0;OF;4;1;non-animate;no;yes;no;no;yes;yes;38;0.47;1.4;no;0.814548438;OTHER;case;science;1925schr;1900-1949;1925;the case of the gelatine of mammalian origin
0;OF;2;1;non-animate;no;yes;no;no;yes;yes;35;0.47;0.47;yes;0.814548438;OTHER;OTHER;science;1925schr;1900-1949;1925;the exception of a small trace
0;OF;1;2;non-animate;no;no;yes;no;no;yes;48;2.8;2.33;yes;0.814548438;OTHER;products;science;1925schr;1900-1949;1925;the NN-hydrolysis products of isinglass
0;OF;3;4;non-animate;no;no;no;no;no;yes;40;0.47;0.93;yes;0.814548438;OTHER;OTHER;science;1925schr;1900-1949;1925;the slight almost unavoidable formation of traces of carbonate
0;OF;2;1;non-animate;no;yes;no;no;yes;yes;40;0.47;4.67;no;0.814548438;powder;form;science;1925schr;1900-1949;1925;the form of a cream-coloured powder
0;OF;3;2;non-animate;no;no;no;no;no;yes;39;3.27;2.33;yes;0.814548438;substance;weight;science;1925schr;1900-1949;1925;the molecular weight of such a substance
0;OF;2;2;non-animate;no;yes;no;no;yes;yes;37;0.93;2.33;yes;0.814548438;OTHER;weight;science;1925schr;1900-1949;1925;the molecular weight of the substances obtained
1;S;1;1;animate;yes;yes;no;yes;yes;yes;37;0.93;7.47;no;0.814548438;OTHER;method;science;1925schr;1900-1949;1925;sorensens method
1;S;1;1;animate;yes;yes;no;yes;yes;yes;39;0.47;7.47;no;0.814548438;OTHER;method;science;1925schr;1900-1949;1925;kjeldahs method
0;OF;1;1;non-animate;no;no;yes;no;yes;yes;44;0.93;0.93;yes;0.814548438;OTHER;OTHER;science;1925schr;1900-1949;1925;the formation of these compounds
0;OF;8;1;non-animate;no;yes;no;no;yes;yes;39;0.93;0.47;yes;0.814548438;OTHER;OTHER;science;1925schr;1900-1949;1925;the equivalent of nine molecules of benzoyl chloride and sodium carbonate
0;OF;5;1;non-animate;no;yes;no;no;yes;yes;35;0.93;0.47;yes;0.814548438;OTHER;OTHER;science;1925schr;1900-1949;1925;completion of the reaction excess of sulphuric acid
0;OF;1;4;non-animate;no;no;yes;no;no;yes;45;5.6;2.33;yes;0.814548438;OTHER;products;science;1925schr;1900-1949;1925;the other basic hydrolysis products of the proteins
0;OF;5;1;non-animate;no;yes;yes;no;yes;yes;42;0.93;4.67;yes;0.814548438;OTHER;form;science;1925schr;1900-1949;1925;the form of white clusters of small needles
0;OF;2;1;non-animate;no;yes;no;no;yes;yes;41;4.67;2.33;no;0.814548438;OTHER;OTHER;science;1925schr;1900-1949;1925;the separation of the hydrolysis product
0;OF;1;2;non-animate;no;yes;no;no;yes;yes;40;3.27;2.33;yes;0.814548438;substance;OTHER;science;1925schr;1900-1949;1925;the correct formula of this substance
0;OF;1;1;non-animate;no;yes;no;no;yes;no;39;0.47;5.6;yes;0.814548438;OTHER;OTHER;science;1925schr;1900-1949;1925;the proteins of oats
0;OF;5;1;non-animate;no;yes;no;no;yes;no;36;3.27;0.47;no;0.814548438;OTHER;OTHER;science;1925schr;1900-1949;1925;percentage of the total nitrogen of the protein
0;OF;2;1;non-animate;no;yes;no;no;yes;no;38;7.47;0.47;no;0.814548438;method;means;science;1925schr;1900-1949;1925;means of the carbamate method
0;OF;1;2;non-animate;no;no;yes;no;yes;yes;45;0.46;0.46;no;0.814548438;OTHER;OTHER;science;1925thom;1900-1949;1925;the filling in of this gap
0;OF;2;1;non-animate;no;yes;no;no;yes;no;40;1.38;1.38;no;0.814548438;OTHER;OTHER;science;1925thom;1900-1949;1925;the abundance of local material
0;OF;1;2;non-animate;no;no;yes;no;no;yes;43;1.84;3.67;no;0.814548438;OTHER;OTHER;science;1925thom;1900-1949;1925;every ring of the section
1;S;1;2;non-animate;no;no;yes;no;yes;no;39;4.13;0.46;no;0.814548438;year;OTHER;science;1925thom;1900-1949;1925;years growth uniform
0;OF;2;2;non-animate;yes;yes;yes;yes;yes;no;42;5.05;2.29;no;0.814548438;OTHER;part;science;1925thom;1900-1949;1925;the earlier part of the seasons growth
1;S;1;1;non-animate;yes;yes;yes;yes;yes;no;41;0.46;5.05;no;0.814548438;season;OTHER;science;1925thom;1900-1949;1925;seasons growth
0;OF;4;3;non-animate;no;yes;yes;no;yes;yes;40;0.46;2.75;no;0.814548438;OTHER;OTHER;science;1925thom;1900-1949;1925;the primary NN-resin canals of the cortex of the stem
0;OF;4;1;non-animate;no;yes;yes;no;yes;yes;36;3.21;0.92;yes;0.814548438;OTHER;OTHER;science;1925thom;1900-1949;1925;the comparison of seedling and older tissues
0;OF;5;1;non-animate;no;yes;yes;no;yes;yes;43;4.13;0.46;no;0.814548438;OTHER;explanation;science;1925thom;1900-1949;1925;the explanation of the distribution of the resin canals
1;S;1;1;non-animate;no;yes;yes;no;yes;yes;39;4.13;5.05;no;0.814548438;year;OTHER;science;1925thom;1900-1949;1925;years growth
0;OF;4;1;non-animate;no;yes;no;no;yes;no;39;8.72;2.29;yes;0.814548438;OTHER;OTHER;science;1925thom;1900-1949;1925;the level of the inner series of canals
0;OF;4;2;non-animate;no;yes;no;no;yes;yes;43;2.29;1.38;no;0.814548438;OTHER;OTHER;science;1925thom;1900-1949;1925;the subsequent photographs of this and the next plate
0;OF;2;1;non-animate;no;no;no;no;no;no;41;1.84;0.46;no;0.814548438;OTHER;remainder;science;1925thom;1900-1949;1925;the remainder of its course
0;OF;1;1;non-animate;no;yes;no;no;yes;no;39;0.92;0.92;yes;0.814548438;OTHER;right;science;1925thom;1900-1949;1925;the right of the figures
0;OF;1;2;non-animate;no;yes;no;no;yes;no;40;1.84;2.29;no;0.814548438;OTHER;part;science;1925thom;1900-1949;1925;upper part of the connection
0;OF;2;1;non-animate;no;yes;no;no;yes;yes;43;1.48;24.72;yes;0.814548438;cells;OTHER;science;1925yeat;1900-1949;1925;the nucleoli of resting cells
0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;40;0.99;1.98;yes;0.814548438;OTHER;part;science;1925yeat;1900-1949;1925;part of the nucleolinus
0;OF;2;2;non-animate;no;yes;no;no;yes;yes;42;24.72;0.49;no;0.814548438;OTHER;OTHER;science;1925yeat;1900-1949;1925;the full complement of main nucleoli
0;OF;2;3;non-animate;no;yes;no;no;yes;yes;43;0.49;1.98;yes;0.814548438;OTHER;OTHER;science;1925yeat;1900-1949;1925;several small ones of varying sizes
0;OF;3;1;non-animate;no;yes;no;no;yes;yes;45;0.49;0.49;yes;0.814548438;OTHER;OTHER;science;1925yeat;1900-1949;1925;the fixation of this piece of material
0;OF;2;1;non-animate;no;yes;no;no;yes;yes;40;1.48;24.72;yes;0.814548438;cells;OTHER;science;1925yeat;1900-1949;1925;the nucleoli of resting cells
0;OF;1;1;non-animate;no;yes;no;no;yes;no;45;1.48;4.94;yes;0.814548438;OTHER;number;science;1925yeat;1900-1949;1925;number of bivalents
0;OF;1;1;non-animate;no;yes;no;no;yes;yes;36;9.39;0.49;yes;0.814548438;OTHER;OTHER;science;1925yeat;1900-1949;1925;the expense of the nucleolus
0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;38;1.98;0.99;yes;0.814548438;ones;division;science;1925yeat;1900-1949;1925;the division of pre-existing ones
0;OF;1;2;non-animate;yes;no;no;no;no;yes;23;5.4;3.15;no;0.844548438;slavery;status;news;1928tim1.n7b;1900-1949;1928;the legal status of slavery
1;S;2;1;non-animate;no;no;no;no;yes;no;41;0.45;0.9;no;0.844548438;month;OTHER;news;1928tim1.n7b;1900-1949;1928;months flood
0;OF;1;1;non-animate;yes;no;no;yes;yes;yes;45;5.4;0.45;no;0.844548438;OTHER;OTHER;news;1928tim1.n7b;1900-1949;1928;the establishment of the protectorate
0;OF;1;2;non-animate;yes;yes;no;no;yes;yes;40;5.4;0.45;no;0.844548438;OTHER;OTHER;news;1928tim1.n7b;1900-1949;1928;the early days of the protectorate
0;OF;2;1;non-animate;yes;yes;no;no;yes;no;35;3.6;0.45;no;0.844548438;government;OTHER;news;1928tim1.n7b;1900-1949;1928;the approval of the british government
0;OF;6;1;non-animate;yes;yes;no;no;yes;yes;28;1.35;0.45;no;0.844548438;colony;OTHER;news;1928tim1.n7b;1900-1949;1928;the legislature of the colony
0;OF;2;1;animate;yes;yes;no;no;yes;yes;35;0.45;0.45;yes;0.844548438;OTHER;death;news;1928tim1.n7b;1900-1949;1928;the death of their owners
0;OF;1;2;non-animate;yes;yes;no;no;yes;yes;37;5.4;3.15;no;0.844548438;slavery;status;news;1928tim1.n7b;1900-1949;1928;the legal status of slavery
0;OF;2;1;non-animate;yes;yes;no;no;yes;yes;31;4.95;5.4;no;0.844548438;OTHER;OTHER;news;1928tim1.n7b;1900-1949;1928;protectorate of sierra leone
0;OF;2;1;non-animate;yes;no;no;no;yes;no;39;1.35;0.45;no;0.844548438;OTHER;presence;news;1928tim1.n7b;1900-1949;1928;the presence of this unsuspected defect
0;OF;1;2;non-animate;yes;yes;no;no;yes;yes;44;5.4;3.15;no;0.844548438;slavery;status;news;1928tim1.n7b;1900-1949;1928;the legal status of slavery
0;OF;1;2;non-animate;yes;yes;no;no;yes;yes;42;5.4;3.15;no;0.844548438;slavery;status;news;1928tim1.n7b;1900-1949;1928;the legal status of slavery
0;OF;1;2;non-animate;yes;yes;no;no;yes;no;44;2.7;1.35;no;0.844548438;OTHER;effects;news;1928tim1.n7b;1900-1949;1928;the probable effects of this enactment
0;OF;3;1;non-animate;yes;yes;no;no;yes;yes;43;5.4;0.45;no;0.844548438;OTHER;OTHER;news;1928tim1.n7b;1900-1949;1928;the freehold of all the land
0;OF;4;1;animate;yes;yes;no;no;yes;yes;43;1.8;0.45;no;0.844548438;people;behalf;news;1928tim1.n7b;1900-1949;1928;behalf of the people of the chiefdom
0;OF;3;3;non-animate;yes;yes;no;no;yes;no;40;1.35;0.45;yes;0.844548438;OTHER;OTHER;news;1928tim1.n7b;1900-1949;1928;the occupation and usufruct of the portions of land
0;OF;2;1;non-animate;yes;yes;no;no;yes;no;39;1.35;0.45;no;0.844548438;OTHER;hands;news;1928tim1.n7b;1900-1949;1928;the hands of the tribal authority
0;OF;1;2;animate;yes;yes;yes;no;yes;yes;42;2.25;2.25;no;0.844548438;family;men;news;1928tim1.n7b;1900-1949;1928;the young men of the family
0;OF;1;1;non-animate;yes;yes;no;no;yes;yes;42;0.9;2.7;no;0.844548438;OTHER;OTHER;news;1928tim1.n7b;1900-1949;1928;the enactment of the measure
0;OF;1;1;animate;yes;yes;no;no;yes;yes;40;1.35;1.8;no;0.844548438;master;property;news;1928tim1.n7b;1900-1949;1928;the property of his master
0;OF;1;1;non-animate;yes;no;no;no;yes;no;40;5.4;1.35;no;0.844548438;slavery;effects;news;1928tim1.n7b;1900-1949;1928;the effects of slavery
0;OF;2;1;non-animate;yes;yes;no;no;yes;no;39;4.95;0.45;no;0.844548438;OTHER;OTHER;news;1928tim1.n7b;1900-1949;1928;the lot of sierra leone
0;OF;2;1;non-animate;yes;no;no;no;yes;no;44;2.7;1.35;no;0.844548438;OTHER;effects;news;1928tim1.n7b;1900-1949;1928;the effects of the new enactment
0;OF;2;1;animate;yes;yes;no;no;yes;yes;43;0.9;0.9;no;0.844548438;man;OTHER;news;1928tim1.n7b;1900-1949;1928;the exodus of any man
0;OF;2;3;non-animate;yes;yes;no;no;yes;yes;44;0.45;0.9;no;0.844548438;OTHER;OTHER;news;1928tim1.n7b;1900-1949;1928;the first few weeks of their manumission
0;OF;5;1;animate;yes;yes;no;no;yes;no;43;6.75;0.45;yes;0.844548438;OTHER;means;news;1928tim1.n7b;1900-1949;1928;the means of most of the late slaves
0;OF;2;3;non-animate;yes;no;no;no;yes;no;43;0.9;0.45;yes;0.844548438;province;OTHER;news;1928tim1.n7b;1900-1949;1928;the sparsely populated regions of the northern province
0;OF;1;2;non-animate;yes;yes;no;no;yes;no;40;5.4;3.15;no;0.844548438;slavery;status;news;1928tim1.n7b;1900-1949;1928;the legal status of slavery
0;OF;1;3;animate;yes;yes;no;no;yes;no;43;1.8;0.45;no;0.844548438;people;OTHER;news;1928tim1.n7b;1900-1949;1928;the voluntary social habits of the people
0;OF;5;1;animate;yes;yes;no;no;yes;no;43;0.45;0.45;no;0.844548438;OTHER;OTHER;news;1928tim1.n7b;1900-1949;1928;the words of the acting governor mr h luke
0;OF;2;1;non-animate;yes;no;no;no;yes;yes;45;2.7;1.35;no;0.844548438;OTHER;provisions;news;1928tim1.n7b;1900-1949;1928;the provisions of the new enactment
0;OF;5;1;non-animate;yes;yes;no;no;yes;yes;42;1.35;0.45;yes;0.844548438;officers;OTHER;news;1928tim1.n7b;1900-1949;1928;the administration of the government and its political officers
1;S;2;1;non-animate;no;yes;yes;no;yes;yes;42;0.45;0.45;no;0.844548438;friday;OTHER;news;1928tim1.n7b;1900-1949;1928;fridays rush
0;OF;2;2;non-animate;yes;no;no;yes;yes;no;43;0.45;1.35;no;0.844548438;OTHER;OTHER;news;1928tim1.n7b;1900-1949;1928;the unproclaimed portions of the grasfontein farm
0;OF;1;1;non-animate;yes;yes;no;yes;yes;yes;42;0.45;0.45;yes;0.844548438;operations;OTHER;news;1928tim1.n7b;1900-1949;1928;the stoppage of operations
1;S;1;1;non-animate;no;yes;no;no;yes;yes;41;3.6;0.45;no;0.844548438;government;object;news;1928tim1.n7b;1900-1949;1928;governments object
0;OF;3;2;non-animate;yes;yes;no;yes;yes;yes;41;0.45;0.45;no;0.844548438;act;OTHER;news;1928tim1.n7b;1900-1949;1928;the retrospective clauses of the precious stones act
0;OF;1;3;non-animate;no;no;yes;no;no;yes;45;1.35;0.45;no;0.844548438;OTHER;designs;news;1928tim1.n7b;1900-1949;1928;supposed aggressive designs of italy
0;OF;3;1;animate;no;yes;no;no;yes;yes;42;0.9;0.45;no;0.844548438;OTHER;OTHER;news;1928tim1.n7b;1900-1949;1928;the dictatorship of mustapha kemal pasha
0;OF;3;2;non-animate;no;yes;no;no;yes;yes;43;1.35;0.45;no;0.844548438;OTHER;sympathy;news;1928tim1.n7b;1900-1949;1928;the full sympathy of our public opinion
0;OF;2;4;animate;no;yes;no;no;yes;no;43;0.9;0.45;no;0.844548438;OTHER;OTHER;news;1928tim1.n7b;1900-1949;1928;the strong and resolute personality of signor mussolini
1;S;1;1;non-animate;no;no;no;no;no;no;7;1.48;0.99;yes;0.844548438;troops;OTHER;news;1928tim2.n7b;1900-1949;1928;troops defection
0;OF;3;1;animate;no;no;no;yes;yes;yes;45;0.49;0.49;yes;0.844548438;officers;OTHER;news;1928tim2.n7b;1900-1949;1928;the families of all their officers
0;OF;2;1;non-animate;no;yes;no;yes;yes;yes;45;1.48;0.49;yes;0.844548438;OTHER;OTHER;news;1928tim2.n7b;1900-1949;1928;the mutiny of the eight corps
0;OF;2;1;non-animate;no;yes;no;yes;yes;yes;47;2.47;0.49;no;0.844548438;OTHER;OTHER;news;1928tim2.n7b;1900-1949;1928;the westward of the tientsin-pukow railway
1;S;1;1;animate;yes;no;no;yes;no;no;9;1.48;0.49;no;0.844548438;OTHER;OTHER;news;1928tim2.n7b;1900-1949;1928;changs resolve
1;S;1;4;non-animate;no;yes;no;no;yes;yes;45;0.99;0.99;no;0.844548438;cabinet;version;news;1928tim2.n7b;1900-1949;1928;cabinets version of the incident
0;OF;1;1;non-animate;yes;yes;no;yes;yes;yes;45;2.47;0.99;no;0.844548438;OTHER;version;news;1928tim2.n7b;1900-1949;1928;version of the incident
0;OF;1;2;animate;no;no;no;no;no;yes;40;2.96;0.49;no;0.844548438;OTHER;OTHER;news;1928tim2.n7b;1900-1949;1928;the extreme sensitiveness of the japanese
1;S;1;1;non-animate;no;yes;no;no;yes;yes;41;3.46;0.49;no;0.844548438;government;OTHER;news;1928tim2.n7b;1900-1949;1928;governments prestige
1;S;2;1;animate;yes;yes;no;yes;yes;no;41;3.95;0.49;no;0.844548438;minister;conduct;news;1928tim2.n7b;1900-1949;1928;ministers conduct
0;OF;5;1;animate;yes;no;no;yes;yes;no;43;2.47;0.49;no;0.844548438;OTHER;names;news;1928tim2.n7b;1900-1949;1928;the names of baron tanaka and mr mizuno
1;S;5;4;animate;yes;yes;no;yes;yes;yes;40;2.47;0.99;no;0.844548438;OTHER;version;news;1928tim2.n7b;1900-1949;1928;tanakas mizunos version of the incident
0;OF;2;1;non-animate;yes;no;no;yes;yes;no;42;1.98;0.99;no;0.844548438;house;name;news;1928tim2.n7b;1900-1949;1928;the name of the upper house
1;S;2;1;animate;yes;yes;no;yes;yes;no;41;3.46;0.49;no;0.844548438;OTHER;OTHER;news;1928tim2.n7b;1900-1949;1928;tanakas opponents
1;S;2;1;animate;no;no;no;no;yes;yes;43;3.95;0.99;no;0.844548438;minister;position;news;1928tim2.n7b;1900-1949;1928;ministers position
0;OF;4;1;animate;yes;no;no;yes;yes;yes;40;1.48;0.49;no;0.844548438;OTHER;arrest;news;1928tim2.n7b;1900-1949;1928;arrest of SGENpresidents chief of staff
1;S;1;1;animate;no;yes;no;yes;yes;yes;42;6.91;0.49;no;0.844548438;OTHER;OTHER;news;1928tim2.n7b;1900-1949;1928;generals dismissal
0;OF;4;1;non-animate;no;yes;yes;no;yes;yes;40;0.49;0.49;no;0.844548438;OTHER;OTHER;news;1928tim2.n7b;1900-1949;1928;the introduction of a large shipment of contraband
0;OF;1;1;non-animate;no;yes;no;no;yes;no;43;3.95;0.49;no;0.844548438;OTHER;OTHER;news;1928tim2.n7b;1900-1949;1928;the turnover of peking
0;OF;2;2;animate;no;yes;no;no;yes;yes;44;0.99;0.49;no;0.844548438;OTHER;OTHER;news;1928tim2.n7b;1900-1949;1928;the political headquarters of general obregon
1;S;2;1;animate;no;no;no;no;yes;yes;45;1.98;0.99;no;0.844548438;OTHER;visit;news;1928tim2.n7b;1900-1949;1928;baldwins visit
0;OF;1;1;non-animate;no;yes;no;no;yes;yes;43;0.49;0.99;yes;0.844548438;conference;result;news;1928tim2.n7b;1900-1949;1928;the result of a conference
1;S;1;2;non-animate;no;no;yes;no;no;yes;41;0.99;1.48;no;0.844548438;city;OTHER;news;1928tim2.n7b;1900-1949;1928;citys war memorial
0;OF;2;1;non-animate;no;no;yes;no;yes;yes;48;0.99;0.99;yes;0.844548438;OTHER;action;news;1928tim2.n7b;1900-1949;1928;the action of both governments
0;OF;5;1;non-animate;no;yes;yes;no;yes;yes;47;0.99;0.99;yes;0.844548438;OTHER;tone;news;1928tim2.n7b;1900-1949;1928;the tone of the communications between the two governments
1;S;2;1;non-animate;no;no;no;no;no;yes;42;3.46;0.99;no;0.844548438;government;OTHER;news;1928tim2.n7b;1900-1949;1928;governments compliance
0;OF;1;1;non-animate;yes;no;no;yes;yes;no;43;0.99;0.49;no;0.844548438;cabinet;OTHER;news;1928tim2.n7b;1900-1949;1928;the deliberations of the cabinet
1;S;1;1;non-animate;yes;yes;no;yes;yes;yes;43;3.46;0.99;no;0.844548438;government;OTHER;news;1928tim2.n7b;1900-1949;1928;governments reply
0;OF;2;2;non-animate;yes;yes;no;yes;yes;yes;43;1.48;0.99;no;0.844548438;OTHER;tone;news;1928tim2.n7b;1900-1949;1928;the conciliatory tone of yesterdays note
1;S;1;1;non-animate;yes;yes;no;yes;yes;yes;42;2.47;1.48;no;0.844548438;yesterday;note;news;1928tim2.n7b;1900-1949;1928;yesterdays note
0;OF;2;1;non-animate;yes;yes;no;yes;yes;no;38;0.49;0.49;no;0.844548438;OTHER;OTHER;news;1928tim2.n7b;1900-1949;1928;the burning of the national flag
1;S;2;1;non-animate;no;yes;no;no;yes;no;43;1.98;0.49;no;0.844548438;night;events;news;1928tim2.n7b;1900-1949;1928;nights events
1;S;2;1;animate;yes;no;no;yes;no;yes;41;0.49;0.49;yes;0.844548438;OTHER;OTHER;news;1928tim2.n7b;1900-1949;1928;pribitchevitchs interpellation
1;S;1;1;non-animate;yes;no;no;yes;no;yes;41;3.46;0.49;no;0.844548438;government;OTHER;news;1928tim2.n7b;1900-1949;1928;governments reasons
1;S;1;1;non-animate;yes;yes;no;yes;yes;yes;42;0.49;0.49;no;0.844548438;parliament;OTHER;news;1928tim2.n7b;1900-1949;1928;parliaments approval
1;S;2;1;non-animate;yes;no;no;yes;no;yes;45;1.98;0.49;no;0.844548438;night;OTHER;news;1928tim2.n7b;1900-1949;1928;nights rioting
0;OF;2;1;non-animate;no;no;no;no;no;no;40;2.65;1.32;no;0.854548438;OTHER;influence;letters;1929wolf.x7b;1900-1949;1929;the influence of some drug
0;OF;1;1;non-animate;no;no;no;no;no;yes;44;3.97;1.32;no;0.854548438;OTHER;edge;letters;1929wolf.x7b;1900-1949;1929;the edge of the bed
1;S;1;1;animate;no;no;no;no;yes;no;44;7.95;1.32;no;0.854548438;one;body;letters;1929wolf.x7b;1900-1949;1929;ones body
0;OF;2;1;animate;yes;no;no;yes;yes;yes;50;1.32;1.32;no;0.854548438;OTHER;life;letters;1929wolf.x7b;1900-1949;1929;life of lord somebody
0;OF;1;1;animate;yes;no;no;no;no;no;37;2.25;2.25;yes;0.864548438;OTHER;side;letters;1930lawr.x7b;1900-1949;1930;the side of the angels
0;OF;1;1;non-animate;yes;no;no;no;no;yes;45;2.25;2.25;no;0.864548438;month;end;letters;1930lawr.x7b;1900-1949;1930;end of this month
0;OF;2;3;animate;yes;no;yes;no;no;yes;41;11.33;8.5;yes;0.954548438;OTHER;OTHER;letters;1939joyc.x7b;1900-1949;1939;the maison de santo of dr delmas
0;OF;2;2;non-animate;yes;no;yes;no;no;yes;46;2.83;2.83;no;0.954548438;OTHER;OTHER;letters;1939joyc.x7b;1900-1949;1939;dr obrien of the rockefeller foundation
1;S;1;1;non-animate;no;no;no;no;no;yes;43;0.94;0.94;no;0.954548438;OTHER;OTHER;news;1939man1.n7b;1900-1949;1939;catalonias dead
0;OF;1;2;animate;yes;no;no;yes;no;yes;43;1.41;0.47;yes;0.954548438;OTHER;OTHER;news;1939man1.n7b;1900-1949;1939;the recent threat of the rebels
0;OF;5;1;non-animate;yes;yes;no;yes;yes;yes;42;0.94;0.47;yes;0.954548438;OTHER;effect;news;1939man1.n7b;1900-1949;1939;the effect of air raids and naval bombardments
0;OF;1;1;non-animate;yes;yes;no;yes;yes;yes;39;0.47;0.47;no;0.954548438;OTHER;end;news;1939man1.n7b;1900-1949;1939;the end of october
0;OF;6;3;animate;no;no;no;no;no;yes;41;0.94;0.94;no;0.954548438;OTHER;OTHER;news;1939man1.n7b;1900-1949;1939;the stay in rome of mr neville chamberlain and lord halifax
0;OF;1;1;non-animate;no;no;no;no;no;yes;40;0.47;0.47;no;0.954548438;OTHER;OTHER;news;1939man1.n7b;1900-1949;1939;the register of the quirinale
0;OF;2;1;animate;no;yes;no;no;yes;yes;38;0.47;0.47;no;0.954548438;OTHER;OTHER;news;1939man1.n7b;1900-1949;1939;the tomb of the unknown warrior
