depvar;depvar_binary;genitive_type;por_length_words;pum_length_words;animacy;alpha_persistence_S;alpha_persistence_OF;alpha_persistence_NN;beta_persistence_S;beta_persistence_OF;beta_persistence_NN;TTR;por_thematicity_ptw;pum_thematicity_ptw;final_sibilancy;time;por_head_noun;pum_head_noun;register;filename;period;year;gen_phrase
1;0;OF;4;1;non-animate;no;yes;no;no;yes;yes;43;1.48;0.99;yes;1.314548438;OTHER;OTHER;science;1975duru;1950-1999;1975;calibration of the balance at ambient temperature
1;0;OF;3;3;non-animate;no;yes;yes;no;yes;yes;40;2.46;0.49;yes;1.314548438;OTHER;structure;science;1975duru;1950-1999;1975;behaviour and structure of these organic ionic mesophases
1;0;OF;3;1;non-animate;no;yes;no;no;yes;no;42;1.97;0.99;no;1.314548438;OTHER;effect;science;1975duru;1950-1999;1975;the effect of the applied NN-field intensity
3;1;NN;1;1;non-animate;no;yes;no;no;yes;no;40;6.4;1.97;no;1.314548438;field;intensity;science;1975duru;1950-1999;1975;NN-field intensity
1;0;OF;1;2;non-animate;no;yes;yes;no;yes;yes;43;2.46;0.99;no;1.314548438;OTHER;OTHER;science;1975duru;1950-1999;1975;peak variation of xm
3;1;NN;1;1;non-animate;no;yes;yes;no;yes;yes;46;6.4;1.97;no;1.314548438;field;intensity;science;1975duru;1950-1999;1975;NN-field intensity
1;0;OF;3;1;non-animate;no;yes;yes;no;yes;yes;44;6.4;1.48;no;1.314548438;field;presence;science;1975duru;1950-1999;1975;the presence of an applied magnetic field
1;0;OF;3;1;non-animate;no;yes;no;no;yes;yes;42;0.49;1.48;yes;1.314548438;OTHER;nature;science;1975duru;1950-1999;1975;the nature of bonds between atoms
1;0;OF;2;1;non-animate;no;no;no;no;no;no;42;0.49;1.48;yes;1.314548438;OTHER;case;science;1975duru;1950-1999;1975;the case of carboylic anions
1;0;OF;4;1;non-animate;no;yes;yes;no;yes;yes;40;0.49;1.48;yes;1.314548438;OTHER;OTHER;science;1975duru;1950-1999;1975;the response of both kinds of salts
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;38;0.49;0.49;yes;1.314548438;OTHER;OTHER;science;1975duru;1950-1999;1975;the symmetry of positions
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;42;0.49;4.43;no;1.314548438;system;temperature;science;1975duru;1950-1999;1975;the temperature of the system
1;0;OF;3;1;non-animate;no;yes;no;no;yes;no;41;1.97;0.49;no;1.314548438;OTHER;OTHER;science;1975duru;1950-1999;1975;the consequences of ion contact shrinkage
1;0;OF;4;1;non-animate;no;yes;yes;no;yes;no;39;0.49;1.48;no;1.314548438;OTHER;nature;science;1975duru;1950-1999;1975;the nature of the molecular and ionic interaction
3;1;NN;2;1;non-animate;no;yes;no;no;yes;no;39;2.46;1.97;no;1.314548438;OTHER;OTHER;science;1975duru;1950-1999;1975;ion NN-contact shrinkage
1;0;OF;2;2;non-animate;no;yes;yes;no;yes;yes;44;0.49;0.49;no;1.314548438;OTHER;character;science;1975duru;1950-1999;1975;the covalent character of the ionic bond
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;40;10.45;3.48;no;1.314548438;temperature;effect;science;1975gibb;1950-1999;1975;the effect of temperature
1;0;OF;2;2;non-animate;no;yes;yes;no;yes;yes;45;9.15;11.76;no;1.314548438;uptake;rate;science;1975gibb;1950-1999;1975;the net rate of oxygen uptake
1;0;OF;3;1;non-animate;no;yes;no;no;yes;yes;40;3.48;9.15;yes;1.314548438;phosphorus;uptake;science;1975gibb;1950-1999;1975;the uptake of nitrogen and phosphorus
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;37;10.45;3.48;no;1.314548438;temperature;change;science;1975gibb;1950-1999;1975;the change of temperature
1;0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;41;10.02;1.31;no;1.314548438;oil;amount;science;1975gibb;1950-1999;1975;the amount of oil
1;0;OF;3;1;non-animate;no;no;yes;no;no;yes;41;3.48;9.15;yes;1.314548438;phosphorus;uptake;science;1975gibb;1950-1999;1975;the uptake of nitrogen and phosphorus
1;0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;37;2.18;0.44;no;1.314548438;experiment;course;science;1975gibb;1950-1999;1975;the course of this biodegradation experiment
1;0;OF;3;1;non-animate;no;yes;yes;no;yes;yes;36;2.61;3.05;no;1.314548438;OTHER;OTHER;science;1975gibb;1950-1999;1975;counts of total heterotrophic bacteria
1;0;OF;5;1;non-animate;no;yes;yes;no;yes;yes;36;0.44;1.31;yes;1.314548438;OTHER;surface;science;1975gibb;1950-1999;1975;the surface of the oiled glass fibre filter papers
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;37;0.44;3.92;yes;1.314548438;OTHER;OTHER;science;1975gibb;1950-1999;1975;numbers of organisms
1;0;OF;2;1;non-animate;no;no;yes;no;yes;yes;45;0.44;1.31;yes;1.314548438;OTHER;presence;science;1975gibb;1950-1999;1975;the presence of solid surfaces
1;0;OF;3;2;non-animate;no;yes;no;no;yes;yes;47;3.92;2.61;yes;1.314548438;OTHER;values;science;1975gibb;1950-1999;1975;the mean values of low bacterial numbers
1;0;OF;1;3;non-animate;no;yes;no;no;yes;no;42;10.02;0.44;no;1.314548438;oil;OTHER;science;1975gibb;1950-1999;1975;the presence and absence of oil
3;1;NN;1;1;non-animate;no;yes;no;no;yes;no;40;6.1;1.74;no;1.314548438;vessel;walls;science;1975gibb;1950-1999;1975;the NN-vessel walls
1;0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;39;2.18;0.87;no;1.314548438;experiment;end;science;1975gibb;1950-1999;1975;the end of the experiment
1;0;OF;3;1;non-animate;no;no;yes;no;yes;yes;43;5.23;11.76;no;1.314548438;OTHER;rate;science;1975gibb;1950-1999;1975;the rate of supply of nitrogen
1;0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;40;7.4;11.76;no;1.314548438;OTHER;rate;science;1975gibb;1950-1999;1975;the rate of oxidation
1;0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;37;10.45;3.48;no;1.314548438;temperature;effect;science;1975gibb;1950-1999;1975;the effect of temperature
1;0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;37;3.48;11.76;no;1.314548438;OTHER;rate;science;1975gibb;1950-1999;1975;the rate of biodegradation
1;0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;42;10.02;7.4;no;1.314548438;oil;OTHER;science;1975gibb;1950-1999;1975;the oxidation of oil
1;0;OF;3;1;non-animate;no;yes;yes;no;yes;yes;42;10.02;3.48;no;1.314548438;oil;OTHER;science;1975gibb;1950-1999;1975;the biodegradation of sweden crude oil
3;1;NN;2;1;non-animate;no;no;no;no;yes;yes;44;10.02;0.44;no;1.314548438;oil;OTHER;science;1975gibb;1950-1999;1975;crude NN-oil residues
1;0;OF;4;2;non-animate;no;yes;no;no;yes;yes;41;10.02;7.4;no;1.314548438;oil;OTHER;science;1975gibb;1950-1999;1975;the microbial oxidation of various types of oil
1;0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;45;3.48;3.48;no;1.314548438;OTHER;effect;science;1975gibb;1950-1999;1975;the effect of this temperature change
3;1;NN;1;1;non-animate;no;yes;yes;no;yes;yes;44;10.45;3.48;no;1.314548438;temperature;change;science;1975gibb;1950-1999;1975;NN-temperature change
1;0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;42;9.15;11.76;no;1.314548438;uptake;rate;science;1975gibb;1950-1999;1975;the rate of oxygen uptake
1;0;OF;1;2;non-animate;no;no;no;no;no;yes;41;10.02;0.44;no;1.314548438;oil;OTHER;science;1975gibb;1950-1999;1975;the changing composition of the oil
1;0;OF;1;1;non-animate;no;no;yes;no;no;yes;42;10.45;3.48;no;1.314548438;temperature;effect;science;1975gibb;1950-1999;1975;the effect of temperature
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;40;10.02;0.87;no;1.314548438;oil;destruction;science;1975gibb;1950-1999;1975;the destruction of the oil
1;0;OF;3;3;non-animate;no;yes;yes;no;yes;yes;44;3.48;0.44;yes;1.314548438;phosphorus;OTHER;science;1975gibb;1950-1999;1975;continuous slow replenishment of nitrogen and phosphorus
1;0;OF;2;1;non-animate;no;yes;no;no;yes;yes;42;9.15;6.1;no;1.314548438;uptake;rates;science;1975gibb;1950-1999;1975;the rates of oxygen uptake
3;1;NN;1;1;non-animate;no;yes;no;no;yes;yes;41;5.66;9.15;no;1.314548438;oxygen;uptake;science;1975gibb;1950-1999;1975;NN-oxygen uptake
1;0;OF;1;1;non-animate;no;no;no;no;no;yes;42;2.18;0.87;no;1.314548438;experiment;end;science;1975gibb;1950-1999;1975;the end of the experiment
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;40;5.66;1.74;yes;1.314548438;vessels;walls;science;1975gibb;1950-1999;1975;the walls of the vessels
3;1;NN;1;1;non-animate;no;yes;no;no;yes;yes;35;6.1;1.74;no;1.314548438;vessel;walls;science;1975gibb;1950-1999;1975;the NN-vessel walls
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;42;10.45;3.48;no;1.314548438;temperature;effect;science;1975gibb;1950-1999;1975;the effect of temperature
1;0;OF;3;1;non-animate;no;yes;yes;no;yes;yes;41;3.48;0.87;yes;1.314548438;phosphorus;OTHER;science;1975gibb;1950-1999;1975;the amounts of nitrogen and phosphorus
1;0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;38;9.15;6.1;no;1.314548438;uptake;rates;science;1975gibb;1950-1999;1975;the rates of oxygen uptake
3;1;NN;1;1;non-animate;no;yes;yes;no;yes;yes;37;5.66;9.15;no;1.314548438;oxygen;uptake;science;1975gibb;1950-1999;1975;NN-oxygen uptake
1;0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;43;10.02;1.31;no;1.314548438;oil;presence;science;1975gibb;1950-1999;1975;the presence of oil
1;0;OF;2;2;non-animate;no;yes;yes;no;yes;yes;39;9.15;11.76;no;1.314548438;uptake;rate;science;1975gibb;1950-1999;1975;the net rate of oxygen uptake
3;1;NN;1;1;non-animate;no;yes;yes;no;yes;yes;38;5.66;9.15;no;1.314548438;oxygen;uptake;science;1975gibb;1950-1999;1975;NN-oxygen uptake
1;0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;37;9.15;6.1;no;1.314548438;uptake;rates;science;1975gibb;1950-1999;1975;the rates of oxygen uptake
3;1;NN;1;1;non-animate;no;yes;yes;no;yes;yes;37;5.66;9.15;no;1.314548438;oxygen;uptake;science;1975gibb;1950-1999;1975;NN-oxygen uptake
1;0;OF;3;1;non-animate;no;yes;yes;no;yes;yes;37;3.48;1.31;no;1.314548438;OTHER;time;science;1975gibb;1950-1999;1975;the time of the change in temperature
1;0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;42;10.02;0.87;no;1.314548438;oil;destruction;science;1975gibb;1950-1999;1975;destruction of the oil
1;0;OF;1;1;non-animate;no;no;no;no;yes;yes;37;1.31;6.1;no;1.314548438;OTHER;rates;science;1975gibb;1950-1999;1975;the rates of addition
1;0;OF;2;1;non-animate;no;yes;no;no;yes;yes;39;9.15;11.76;no;1.314548438;uptake;rate;science;1975gibb;1950-1999;1975;the rate of oxygen uptake
3;1;NN;1;1;non-animate;no;yes;no;no;yes;yes;38;5.66;9.15;no;1.314548438;oxygen;uptake;science;1975gibb;1950-1999;1975;NN-oxygen uptake
1;0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;40;2.18;6.1;no;1.314548438;OTHER;rates;science;1975gibb;1950-1999;1975;the rates of nutrient utilization
1;0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;40;0.87;0.44;no;1.314548438;OTHER;beginning;science;1975gibb;1950-1999;1975;the beginning of incubation
1;0;OF;2;3;non-animate;no;no;no;no;yes;no;45;9.15;11.76;no;1.314548438;uptake;rate;science;1975gibb;1950-1999;1975;the mean net rate of oxygen uptake
3;1;NN;1;1;non-animate;no;yes;no;no;yes;no;45;5.66;9.15;no;1.314548438;oxygen;uptake;science;1975gibb;1950-1999;1975;NN-oxygen uptake
1;0;OF;2;2;non-animate;no;no;yes;no;no;yes;39;0.87;11.76;no;1.314548438;OTHER;rate;science;1975gibb;1950-1999;1975;the pumping rate of nutrient solution
1;0;OF;4;1;non-animate;no;yes;yes;no;yes;yes;42;5.23;11.76;no;1.314548438;OTHER;rate;science;1975gibb;1950-1999;1975;the rate of supply of available nitrogen
1;0;OF;1;2;non-animate;no;yes;no;no;yes;no;41;3.92;4.79;no;1.314548438;OTHER;value;science;1975gibb;1950-1999;1975;the high value of q10
1;0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;42;10.45;3.48;no;1.314548438;temperature;effect;science;1975gibb;1950-1999;1975;the effect of temperature
1;0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;39;10.45;3.48;no;1.314548438;temperature;effect;science;1975gibb;1950-1999;1975;effect of temperature
1;0;OF;4;1;non-animate;no;yes;yes;no;yes;yes;38;9.15;11.76;no;1.314548438;uptake;rate;science;1975gibb;1950-1999;1975;the rate of nutrient supply and uptake
1;0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;38;6.1;1.31;yes;1.314548438;OTHER;ratio;science;1975gibb;1950-1999;1975;the ratio of oxidation rates
3;1;NN;1;1;non-animate;no;yes;yes;no;yes;yes;38;7.4;6.1;no;1.314548438;OTHER;rates;science;1975gibb;1950-1999;1975;NN-oxidation rates
1;0;OF;3;1;non-animate;no;yes;yes;no;yes;yes;38;9.15;11.76;no;1.314548438;uptake;rate;science;1975gibb;1950-1999;1975;the rate of supply or uptake
1;0;OF;1;1;non-animate;no;no;yes;no;no;yes;42;10.02;0.44;no;1.314548438;oil;OTHER;science;1975gibb;1950-1999;1975;the toxicity of oil
1;0;OF;1;1;non-animate;no;yes;no;no;yes;yes;42;1.74;0.44;no;1.314548438;OTHER;OTHER;science;1975gibb;1950-1999;1975;the calculation of the intercept
1;0;OF;2;1;non-animate;no;yes;no;no;yes;no;39;6.1;1.31;yes;1.314548438;OTHER;ratio;science;1975gibb;1950-1999;1975;the ratio of oxidation rates
3;1;NN;1;1;non-animate;no;yes;no;no;yes;no;38;7.4;6.1;no;1.314548438;OTHER;rates;science;1975gibb;1950-1999;1975;NN-oxidation rates
1;0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;35;0.44;1.31;yes;1.314548438;OTHER;ratio;science;1975gibb;1950-1999;1975;the ratio of their gradients
1;0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;36;2.18;3.92;no;1.314548438;OTHER;OTHER;science;1975gibb;1950-1999;1975;the conditions of nutrient concentration
3;1;NN;1;1;non-animate;no;yes;no;no;yes;yes;47;2.79;6.5;no;1.314548438;potassium;activation;science;1975hill.s8b;1950-1999;1975;NN-potassium activation
1;0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;45;6.5;10.21;no;1.314548438;OTHER;OTHER;science;1975hill.s8b;1950-1999;1975;shifts of sodium activation
3;1;NN;1;1;non-animate;no;yes;yes;no;yes;yes;43;4.18;6.5;no;1.314548438;sodium;activation;science;1975hill.s8b;1950-1999;1975;NN-sodium activation
3;1;NN;1;1;non-animate;no;yes;yes;no;yes;yes;43;2.79;6.5;no;1.314548438;potassium;activation;science;1975hill.s8b;1950-1999;1975;NN-potassium activation
3;1;NN;1;1;non-animate;no;yes;yes;no;yes;yes;43;4.18;6.5;no;1.314548438;sodium;activation;science;1975hill.s8b;1950-1999;1975;NN-sodium activation
3;1;NN;1;1;non-animate;no;yes;no;no;yes;yes;39;2.79;0.46;no;1.314548438;potassium;OTHER;science;1975hill.s8b;1950-1999;1975;NN-potassium inactivation
3;1;NN;1;1;non-animate;no;yes;yes;no;yes;yes;44;4.18;6.5;no;1.314548438;sodium;activation;science;1975hill.s8b;1950-1999;1975;NN-sodium activation
1;0;OF;2;3;non-animate;no;yes;yes;no;yes;yes;43;6.5;10.21;no;1.314548438;OTHER;OTHER;science;1975hill.s8b;1950-1999;1975;generally smaller shifts of potassium activation
3;1;NN;1;1;non-animate;no;yes;yes;no;yes;yes;42;2.79;6.5;no;1.314548438;potassium;activation;science;1975hill.s8b;1950-1999;1975;NN-potassium activation
3;1;NN;2;1;non-animate;no;yes;yes;no;yes;yes;42;11.61;0.46;no;1.314548438;OTHER;OTHER;science;1975hill.s8b;1950-1999;1975;surface NN-potential equations
3;1;NN;1;1;non-animate;no;yes;yes;no;yes;yes;48;2.79;6.5;no;1.314548438;potassium;activation;science;1975hill.s8b;1950-1999;1975;NN-potassium activation
1;0;OF;2;2;non-animate;no;no;yes;no;no;yes;48;5.11;0.46;yes;1.314548438;OTHER;OTHER;science;1975hill.s8b;1950-1999;1975;field sensors of ionic channels
3;1;NN;1;1;non-animate;no;yes;yes;no;yes;yes;47;9.29;0.46;no;1.314548438;membrane;structure;science;1975hill.s8b;1950-1999;1975;the NN-membrane structure
1;0;OF;1;2;non-animate;no;yes;yes;no;yes;yes;42;9.29;1.39;no;1.314548438;membrane;portion;science;1975hill.s8b;1950-1999;1975;insulating portion of the membrane
1;0;OF;1;2;non-animate;no;yes;yes;no;yes;yes;45;9.29;20.43;no;1.314548438;membrane;surface;science;1975hill.s8b;1950-1999;1975;inner surface of membrane
1;0;OF;2;3;non-animate;no;yes;yes;no;yes;yes;42;1.39;2.32;yes;1.314548438;OTHER;OTHER;science;1975hill.s8b;1950-1999;1975;ca2 spike threshold of muscle fibres
1;0;OF;3;6;non-animate;no;no;no;no;yes;yes;42;1.39;0.46;no;1.314548438;OTHER;length;science;1975hill.s8b;1950-1999;1975;ca 0.8 nm thickness debye length of the surface double layer
1;0;OF;5;3;non-animate;no;yes;no;no;yes;yes;42;2.32;2.79;yes;1.314548438;OTHER;change;science;1975hill.s8b;1950-1999;1975;most dramatic change of m n and h parameters
1;0;OF;2;3;non-animate;no;yes;no;no;yes;yes;44;5.11;0.46;yes;1.314548438;OTHER;OTHER;science;1975hill.s8b;1950-1999;1975;opening and closing of ionic channels
1;0;OF;1;3;non-animate;no;yes;no;no;yes;yes;46;8.36;0.46;no;1.314548438;OTHER;OTHER;science;1975hill.s8b;1950-1999;1975;or entry of ca2
1;0;OF;7;1;non-animate;no;no;no;no;yes;yes;28;6.5;4.64;yes;1.314548438;ions;OTHER;science;1975hill.s8b;1950-1999;1975;concentration of divalent ions monovalent ions and h+ ions
1;0;OF;1;4;non-animate;no;yes;yes;no;yes;yes;46;9.29;0.93;no;1.314548438;membrane;OTHER;science;1975hill.s8b;1950-1999;1975;inner and outer surfaces of the membrane
3;1;NN;1;1;non-animate;no;yes;yes;no;yes;yes;41;20.43;11.61;yes;1.314548438;surface;potential;science;1975hill.s8b;1950-1999;1975;NN-surface potential
3;1;NN;3;1;animate;no;yes;yes;no;yes;yes;42;0.46;5.57;no;1.314548438;OTHER;theory;science;1975hill.s8b;1950-1999;1975;gouy-chapman-NN-stern theory
3;1;NN;2;1;non-animate;no;no;yes;no;no;yes;46;8.36;2.32;no;1.314548438;OTHER;density;science;1975hill.s8b;1950-1999;1975;surface NN-charge density
1;0;OF;8;1;non-animate;no;yes;yes;no;yes;yes;42;1.86;1.86;yes;1.314548438;OTHER;range;science;1975hill.s8b;1950-1999;1975;range of acceptable charge densities surface potentials and dissociation constants
1;0;OF;6;1;non-animate;no;no;no;no;yes;yes;40;6.5;0.93;yes;1.314548438;ions;effects;science;1975hill.s8b;1950-1999;1975;effects of h ions and of c ions
3;1;NN;2;1;animate;no;yes;no;no;yes;yes;39;1.39;5.57;no;1.314548438;OTHER;theory;science;1975hill.s8b;1950-1999;1975;the gouy-NN-chapman theory
3;1;NN;1;1;non-animate;no;yes;yes;no;yes;yes;43;4.18;6.5;no;1.314548438;sodium;activation;science;1975hill.s8b;1950-1999;1975;NN-sodium activation
1;0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;49;2.32;0.93;yes;1.314548438;OTHER;OTHER;science;1975hill.s8b;1950-1999;1975;sequence of measurements
3;1;NN;1;1;non-animate;no;yes;yes;no;yes;yes;47;2.79;0.93;no;1.314548438;OTHER;OTHER;science;1975hill.s8b;1950-1999;1975;current-NN-voltage relations
1;0;OF;3;1;non-animate;no;yes;no;no;yes;yes;43;6.5;0.46;no;1.314548438;OTHER;degree;science;1975hill.s8b;1950-1999;1975;degree of activation of pna
1;0;OF;2;1;non-animate;no;yes;no;no;yes;yes;40;6.5;0.46;yes;1.314548438;ions;OTHER;science;1975hill.s8b;1950-1999;1975;elimination of divalent ions
1;0;OF;1;2;non-animate;no;yes;no;no;yes;yes;43;5.57;1.39;no;1.314548438;c;value;science;1975hill.s8b;1950-1999;1975;lowest value of c
3;1;NN;1;1;non-animate;no;yes;no;no;yes;yes;41;2.79;0.46;no;1.314548438;OTHER;OTHER;science;1975hill.s8b;1950-1999;1975;the NN-solution conductivity
3;1;NN;1;1;non-animate;no;yes;no;no;yes;yes;40;4.18;6.5;no;1.314548438;sodium;activation;science;1975hill.s8b;1950-1999;1975;NN-sodium activation
3;1;NN;1;1;non-animate;no;yes;no;no;yes;yes;44;4.18;6.5;no;1.314548438;sodium;activation;science;1975hill.s8b;1950-1999;1975;NN-sodium activation
1;0;OF;4;1;non-animate;no;yes;yes;no;yes;yes;39;0.46;0.93;no;1.314548438;OTHER;presence;science;1975hill.s8b;1950-1999;1975;presence of 0.5 mm or 2mm-ca2
1;0;OF;1;2;non-animate;no;yes;no;no;yes;yes;44;9.29;20.43;no;1.314548438;membrane;surface;science;1975hill.s8b;1950-1999;1975;outer surface of the membrane
1;0;OF;3;1;non-animate;no;yes;no;no;yes;yes;42;0.93;1.39;yes;1.314548438;OTHER;effect;science;1975hill.s8b;1950-1999;1975;the effect of internal ionic concentrations
1;0;OF;1;2;non-animate;no;yes;no;no;yes;yes;37;9.29;20.43;no;1.314548438;membrane;surface;science;1975hill.s8b;1950-1999;1975;inner surface of the membrane
1;0;OF;1;1;non-animate;no;yes;yes;yes;yes;yes;43;0.93;0.93;no;1.314548438;OTHER;OTHER;science;1975hill.s8b;1950-1999;1975;shrinkage of the cell
1;0;OF;2;1;non-animate;no;yes;yes;yes;yes;yes;41;2.32;0.46;yes;1.314548438;OTHER;OTHER;science;1975hill.s8b;1950-1999;1975;concentrating of internal salts
1;0;OF;3;1;non-animate;no;no;no;no;yes;yes;45;8.36;0.93;no;1.314548438;OTHER;presence;science;1975hill.s8b;1950-1999;1975;presence of internal negative charge
1;0;OF;1;2;non-animate;no;yes;no;no;yes;no;45;1.39;0.46;yes;1.314548438;results;OTHER;science;1975hill.s8b;1950-1999;1975;theoretical interpretation of results
3;1;NN;2;1;animate;no;yes;no;no;yes;yes;40;1.39;5.57;no;1.314548438;OTHER;theory;science;1975hill.s8b;1950-1999;1975;the gouy-NN-chapman theory
1;0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;40;0.46;0.46;no;1.314548438;OTHER;OTHER;science;1975hill.s8b;1950-1999;1975;interface of a charged solid
1;0;OF;1;3;non-animate;no;no;yes;no;no;yes;40;7.74;1.55;no;1.314548438;OTHER;OTHER;science;1975hoge.s8b;1950-1999;1975;action and genetics of incompatibility
3;1;NN;2;1;non-animate;no;yes;no;no;yes;yes;42;2.07;1.55;no;1.314548438;OTHER;products;science;1975hoge.s8b;1950-1999;1975;s NN-allele products
1;0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;40;0.52;1.55;no;1.314548438;system;OTHER;science;1975hoge.s8b;1950-1999;1975;basis of the incompatibility system
3;1;NN;1;1;non-animate;no;yes;yes;no;yes;yes;38;7.74;0.52;no;1.314548438;OTHER;OTHER;science;1975hoge.s8b;1950-1999;1975;the NN-incompatibility system
1;0;OF;2;3;non-animate;no;yes;yes;no;yes;yes;40;4.65;0.52;yes;1.314548438;OTHER;structure;science;1975hoge.s8b;1950-1999;1975;nature and structure of s genes
1;0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;40;4.13;3.1;yes;1.314548438;OTHER;results;science;1975hoge.s8b;1950-1999;1975;results of earlier studies
1;0;OF;1;2;non-animate;no;yes;no;no;yes;no;40;1.03;1.03;no;1.314548438;OTHER;OTHER;science;1975hoge.s8b;1950-1999;1975;distinct types of behaviour
3;1;NN;2;1;non-animate;no;yes;no;no;yes;no;36;4.13;0.52;no;1.314548438;gene;OTHER;science;1975hoge.s8b;1950-1999;1975;the s NN-gene polymorphism
1;0;OF;2;1;non-animate;no;yes;yes;no;yes;yes;44;0.52;0.52;no;1.314548438;OTHER;OTHER;science;1975hoge.s8b;1950-1999;1975;synthesis of a specific protein
3;1;NN;2;1;non-animate;no;yes;yes;no;yes;yes;43;2.07;1.55;no;1.314548438;OTHER;products;science;1975hoge.s8b;1950-1999;1975;s NN-allele products
1;0;OF;5;1;non-animate;no;yes;no;no;yes;no;39;3.1;1.03;no;1.314548438;OTHER;OTHER;science;1975hoge.s8b;1950-1999;1975;inheritance of interspecific pollen tube growth inhibition
3;1;NN;4;1;non-animate;no;yes;no;no;yes;yes;39;4.13;3.1;no;1.314548438;growth;OTHER;science;1975hoge.s8b;1950-1999;1975;interspecific pollen tube NN-growth inhibition
1;0;OF;2;1;non-animate;no;yes;no;no;yes;no;42;0.52;1.03;no;1.314548438;OTHER;OTHER;science;1975hoge.s8b;1950-1999;1975;inheritance of any character
1;0;OF;1;1;non-animate;no;no;yes;no;yes;yes;44;13.94;1.03;no;1.314548438;incongruity;OTHER;science;1975hoge.s8b;1950-1999;1975;evolution of incongruity
1;0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;42;3.1;1.03;yes;1.314548438;OTHER;OTHER;science;1975hoge.s8b;1950-1999;1975;relatedness of the populations
1;0;OF;1;1;non-animate;no;no;no;no;no;no;44;13.94;0.52;no;1.314548438;incongruity;occurrence;science;1975hoge.s8b;1950-1999;1975;occurrence of incongruity
3;1;NN;2;1;non-animate;no;no;no;no;no;yes;43;4.13;2.07;no;1.314548438;gene;action;science;1975hoge.s8b;1950-1999;1975;s NN-gene action
1;0;OF;1;1;non-animate;no;yes;no;no;yes;no;41;9.29;0.52;yes;1.314548438;species;OTHER;science;1975hoge.s8b;1950-1999;1975;concept of the species
1;0;OF;3;1;non-animate;no;yes;no;no;yes;no;42;13.94;0.52;no;1.314548438;incongruity;OTHER;science;1975hoge.s8b;1950-1999;1975;distinctness of incompatibility and incongruity
1;0;OF;3;1;non-animate;no;yes;no;no;yes;no;41;4.13;0.52;no;1.314548438;growth;OTHER;science;1975hoge.s8b;1950-1999;1975;stop of pollen tube growth
3;1;NN;2;1;non-animate;no;yes;no;no;yes;no;42;4.65;4.13;no;1.314548438;tube;growth;science;1975hoge.s8b;1950-1999;1975;pollen NN-tube growth
3;1;NN;2;1;non-animate;no;yes;no;no;yes;no;46;4.65;4.13;no;1.314548438;tube;growth;science;1975hoge.s8b;1950-1999;1975;pollen NN-tube growth
1;0;OF;1;1;non-animate;no;yes;yes;no;yes;yes;40;0.52;0.52;no;1.314548438;OTHER;OTHER;science;1975hoge.s8b;1950-1999;1975;fusion of nuclei
3;1;NN;1;1;non-animate;no;yes;no;no;yes;no;42;4.13;0.52;no;1.314548438;gene;OTHER;science;1975hoge.s8b;1950-1999;1975;NN-gene location
3;1;NN;1;1;non-animate;no;yes;yes;no;yes;no;43;4.13;1.03;no;1.314548438;gene;OTHER;science;1975hoge.s8b;1950-1999;1975;NN-gene interactions
1;0;OF;5;1;non-animate;no;yes;no;no;yes;yes;39;13.94;1.03;no;1.314548438;incongruity;principles;science;1975hoge.s8b;1950-1999;1975;principles of matching genic systems and incongruity
1;0;OF;3;3;non-animate;no;yes;yes;no;yes;yes;38;3.61;12.91;yes;1.314548438;plants;OTHER;science;1975hoge.s8b;1950-1999;1975;pistil and pollen of diploid flowering plants
